visit_id,member_id,venue_id,venue_name,venue_type,visit_date,market
VIS001626,M00836,V0252,Fun Animal Park,Zoo,2025-11-27,Tucson
VIS001627,M00836,V0258,Little Aquarium,Aquarium,2026-04-06,Tucson
VIS001628,M00838,V0239,Rainbow Golf Garden,Mini Golf,2026-01-26,Boise
VIS001629,M00839,V0058,Royal Amusement Park,Amusement Park,2026-04-05,Phoenix
VIS001630,M00840,V0218,Star Ocean World,Aquarium,2026-01-04,Austin
VIS001631,M00840,V0218,Star Ocean World,Aquarium,2026-01-30,Austin
VIS001632,M00840,V0206,Wild Arcade,Arcade,2026-03-13,Austin
VIS001633,M00844,V0043,Silver Splash Pad,Splash Pad,2025-07-23,Salt Lake City
VIS001634,M00845,V0097,Wild Wildlife Center,Zoo,2025-08-21,Phoenix
VIS001635,M00845,V0097,Wild Wildlife Center,Zoo,2025-09-03,Phoenix
VIS001636,M00845,V0057,Royal Botanical Garden,Botanical Garden,2025-09-13,Phoenix
VIS001637,M00845,V0097,Wild Wildlife Center,Zoo,2025-10-12,Phoenix
VIS001638,M00845,V0057,Royal Botanical Garden,Botanical Garden,2025-11-08,Phoenix
VIS001639,M00845,V0058,Royal Amusement Park,Amusement Park,2025-11-23,Phoenix
VIS001640,M00845,V0088,Grand Trampoline Park,Trampoline Park,2025-12-07,Phoenix
VIS001641,M00845,V0048,Super Wildlife Center,Zoo,2025-12-14,Phoenix
VIS001642,M00845,V0057,Royal Botanical Garden,Botanical Garden,2025-12-16,Phoenix
VIS001643,M00845,V0088,Grand Trampoline Park,Trampoline Park,2026-01-03,Phoenix
VIS001644,M00845,V0097,Wild Wildlife Center,Zoo,2026-01-17,Phoenix
VIS001645,M00845,V0057,Royal Botanical Garden,Botanical Garden,2026-01-27,Phoenix
VIS001646,M00845,V0086,Super Heritage Center,Museum,2026-02-16,Phoenix
VIS001647,M00847,V0097,Wild Wildlife Center,Zoo,2025-12-27,Phoenix
VIS001648,M00847,V0090,Fun Play Palace,Arcade,2026-01-04,Phoenix
VIS001649,M00847,V0085,Lucky Fun Park,Amusement Park,2026-01-18,Phoenix
VIS001650,M00847,V0060,Adventure Botanical Garden,Botanical Garden,2026-02-23,Phoenix
VIS001651,M00847,V0082,Mega Escape Room,Escape Room,2026-03-03,Phoenix
VIS001652,M00847,V0085,Lucky Fun Park,Amusement Park,2026-03-12,Phoenix
VIS001653,M00848,V0123,Little Aquarium,Aquarium,2025-05-30,Dallas
VIS001654,M00849,V0108,Mega Discovery Lab,Science Center,2026-01-19,Dallas
VIS001655,M00850,V0043,Silver Splash Pad,Splash Pad,2025-09-01,Salt Lake City
VIS001656,M00850,V0024,Royal Ice Rink,Ice Skating,2025-10-05,Salt Lake City
VIS001657,M00850,V0026,Silver Nature Reserve,Wildlife Park,2025-11-13,Salt Lake City
VIS001658,M00850,V0031,Adventure Garden Park,Botanical Garden,2025-12-09,Salt Lake City
VIS001659,M00850,V0031,Adventure Garden Park,Botanical Garden,2025-12-16,Salt Lake City
VIS001660,M00850,V0029,Rainbow Climbing Gym,Rock Climbing,2025-12-19,Salt Lake City
VIS001661,M00850,V0015,Super Escape Room,Escape Room,2025-12-23,Salt Lake City
VIS001662,M00850,V0023,Big Wildlife Park,Wildlife Park,2026-03-04,Salt Lake City
VIS001663,M00850,V0040,Super Wildlife Park,Wildlife Park,2026-03-10,Salt Lake City
VIS001664,M00850,V0044,Little Putt-Putt,Mini Golf,2026-04-07,Salt Lake City
